Attendance,StudyHours,AssignmentScore,PreviousGPA,Participation,InternetUsage,SleepHours,FamilySupport,ExtraCurricular,FinalScore,PassFail,PerformanceCategory
71,5.902639388856224,53,8.69704114915656,2,7.786087064243934,7.282377945510653,1,1,48.57785659076445,1,Medium
78,4.3324674897165565,69,6.073339319862684,3,1.6112504737068178,7.899712588995334,5,0,54.3047116721251,1,Medium
52,9.84351407402904,80,8.324972581188868,5,0.07634682453781316,8.522609212270314,4,1,73.71185414152082,1,High
61,1.4958064266756577,43,7.490201965284345,4,0.602411468787758,7.732055132853883,3,0,42.77144889546831,1,Medium
75,4.645985966358102,98,8.714124874531581,1,3.006819721455834,7.240475931533174,1,1,56.55968945488667,1,Medium
65,6.8045662635932525,43,6.635223220759089,4,6.564357181967897,8.49768570632664,4,0,50.973157587898854,1,Medium
100,3.9554508387996865,67,9.450285127326262,3,0.057136654145960364,8.365378212593203,2,0,60.33095179328755,1,Medium
86,9.7469985187069,47,5.421506573056752,3,3.6538447430867222,7.779234401099074,3,0,60.630337214089955,1,Medium
71,7.218876279269351,41,9.035946593955941,4,2.6338449227311562,6.158736480291577,4,1,59.886318026594815,1,Medium
78,6.569838575644931,80,9.306598129075454,3,0.4198536807978206,6.43487255320163,4,0,65.49079436682891,1,Medium
63,7.570592676112233,100,9.086261556834106,2,3.6018902933809382,9.822631293304585,1,1,65.27095720212924,1,Medium
77,9.52648638038717,85,7.5636319713088795,2,2.0379896586937507,4.674315593749155,2,0,64.92941094454936,1,Medium
54,9.078186529846402,61,7.191924900153807,3,2.8150786747760517,5.6110295035170115,4,0,59.12654712770842,1,Medium
96,7.242853081264119,80,9.981311432624384,3,5.644922438274344,6.954410555226014,3,1,66.54998533024205,1,Medium
98,7.491616391012831,95,6.145859756070811,2,4.172407871287737,9.020378116862716,4,0,65.49070632799759,1,Medium
79,1.4592207403514545,94,7.734379829380223,3,0.9971794319425067,4.982053982378368,5,1,53.43898264979023,1,Medium
95,1.027924044926657,55,8.353377626911627,3,7.691316323389112,5.661727708747659,3,1,41.65485601085572,1,Medium
54,5.709045018441643,68,8.50433817930716,4,5.087286125677907,4.394789306771434,3,1,52.03792566946552,1,Medium
61,0.1836763694054,88,6.020123328692893,1,6.126947405300252,8.235911596304911,4,1,38.38936220848127,0,Low
65,4.823563815515915,87,8.269970461699007,2,0.6337052000669665,5.429256612853697,1,0,53.7021024909116,1,Medium
75,2.103495799188686,69,9.091847832406685,4,0.37646703568015116,6.332048504025703,3,0,51.869080588920866,1,Medium
75,3.460165676448396,51,5.250092884105561,1,0.15558440294464937,6.662208682178007,5,1,47.76662562596819,1,Medium
97,7.758047357929561,74,9.557606466626583,3,1.5103522221875556,9.347883613638734,1,0,68.88208858280527,1,Medium
70,9.412375042323864,50,5.14752027572603,3,3.315267181747961,6.467981741987421,1,0,54.78793714414131,1,Medium
88,0.724162721463415,85,6.779855162441972,4,7.486609067222583,4.8713501194914945,1,1,40.59709306971754,1,Medium
85,5.342422059764451,89,5.079065981164811,3,3.6564772741262104,7.145889630040726,3,0,54.77759406956268,1,Medium
82,8.825334858196,60,5.3857258426979095,5,2.3220408429802353,9.777747967891777,1,1,63.95319604247546,1,Medium
79,0.8250853444042128,60,9.555841425900395,4,4.495482028157307,7.646113846304866,4,0,46.48557885643247,1,Medium
86,8.245140468968339,44,6.774304153730739,1,0.8954766250783139,9.900323322763436,1,0,58.804073270011216,1,Medium
72,3.5780135092827137,87,7.123857652125265,4,4.876047128039866,9.04664385363322,5,1,55.88975601357973,1,Medium
59,3.2209470221933536,59,6.076721906912763,2,4.5474556346440265,4.215794537280477,2,0,37.48184068416886,0,Low
54,9.774663863147858,76,7.985478850933599,4,6.335944267245678,7.950397572262251,5,0,64.54173184622104,1,Medium
85,2.0085908986229417,42,7.974016073388948,3,7.893500892936193,5.720601265347302,3,1,39.92945141271506,0,Low
83,6.9319394082268095,83,6.861001959126096,3,2.006987773728884,7.357701133868343,1,0,60.03263953592853,1,Medium
80,8.214407280098664,72,6.665174359026992,5,4.077251606430085,5.676071145587359,1,1,61.01358149154758,1,Medium
59,0.41183495279271676,92,9.42482154090294,5,7.270923250552029,6.093222499631742,4,0,44.11581331750798,1,Medium
68,6.703854583544122,100,6.916421198211006,5,6.281519075382731,9.539012270525076,1,1,60.707008383687885,1,Medium
81,9.515499743553269,48,7.467504960772041,1,3.8992504248064606,5.239859109350232,5,1,61.87065070724745,1,Medium
50,1.2421996672805935,100,6.4165238121246535,5,7.562973196918223,9.244654708154982,3,1,44.10080272058647,1,Medium
54,8.962213026850383,48,8.933847516785637,1,0.457893548134475,4.182746848422981,2,1,58.28547043048717,1,Medium
94,5.947766373769361,43,6.987240784495459,5,7.447988957700672,4.545259230217891,1,1,49.36123257612934,1,Medium
53,6.16604581862474,74,7.568055232721623,1,0.4040591390624524,9.12805024830558,2,0,55.25917594281102,1,Medium
65,6.12944174865606,56,6.266785850298307,4,4.378437952917475,7.7833361854551715,1,0,49.33284733326151,1,Medium
73,2.988358863373138,73,9.938297961706258,4,7.123527584008686,8.483416828237301,3,1,52.017379138161516,1,Medium
65,9.352018152994596,63,6.457478704618614,3,2.1017675484904226,5.2565060249311255,5,0,62.10687540962233,1,Medium
51,9.473504626310387,71,8.853712654527758,1,3.777987991561268,7.222500733540621,3,1,62.4032181061618,1,Medium
98,6.253046602139478,40,7.137478251783795,2,2.594631033095733,8.423315341427829,2,0,54.76168935599953,1,Medium
77,7.834227259416147,47,6.0310870254207,3,7.617151336610811,7.763884822061575,1,0,49.43796096660678,1,Medium
81,6.12257985881158,84,8.998593819824306,4,6.589164758024727,6.830192601347257,2,1,59.587820069751125,1,Medium
76,4.843984475740406,62,6.668033945145216,1,5.6720120906110365,9.758702718626289,5,1,51.95902705542752,1,Medium
69,6.608201182992507,86,9.325966736989056,5,4.70101589292087,8.056944000720673,3,0,63.10114517058448,1,Medium
73,5.530014525919585,79,9.576285924589115,2,6.564734314593185,9.446504801447428,2,0,55.50960948817502,1,Medium
61,5.974758626319301,51,9.29911917695638,4,3.1381363321883766,8.378623069442087,2,1,56.33140630112601,1,Medium
99,7.83832553418862,93,5.175039574034028,3,3.580414840848495,8.412781171586099,5,0,66.88754423436367,1,Medium
84,4.8090383144898485,51,8.936866725025528,1,5.840013768646892,4.480109618546076,1,0,45.19796431902558,1,Medium
82,0.40754106092472764,85,7.05669733249572,2,2.862038106349714,6.156787731123662,2,1,43.90945134304843,1,Medium
82,1.6399948098949724,86,9.368614600911126,1,0.5112075363869906,9.150216440317951,5,0,55.704363719955595,1,Medium
100,4.386072164895384,54,8.189771313423694,5,0.5946768710885717,5.3956231728925355,1,1,57.301877890954835,1,Medium
92,7.248265598740583,80,9.168215670719793,3,0.9229024104456309,4.693035196938797,1,1,65.76986149018961,1,Medium
86,5.932786483101787,58,7.497158849334177,1,6.957450586749302,5.956636339832761,3,1,50.687731149881,1,Medium
61,6.502941858734539,65,7.675127522994664,4,3.7778114060496346,5.322627309355684,5,0,55.88420500729547,1,Medium
52,4.792789285762873,91,5.721938160668336,3,5.703058954757892,9.551729168758932,1,0,47.47561837722099,1,Medium
50,6.157420219422428,68,8.919936793446777,4,3.143274684839146,9.207799852012787,3,1,58.73603094289667,1,Medium
82,3.290174378146622,61,7.096948058334858,1,2.069687579325076,6.9980993816974255,4,1,49.99974498981683,1,Medium
89,4.7018259269666505,79,7.500400591357913,3,2.7775373404976955,4.368063246903208,5,0,56.7036757991332,1,Medium
59,7.4427906559495565,60,8.925488570478539,4,6.3534587625374686,8.287374076558937,4,0,57.70728129047343,1,Medium
92,8.718327789731212,90,7.994227000397195,5,5.001729000251506,7.740470388017588,1,0,67.8907837656855,1,Medium
93,4.336553339563888,77,6.005493637213338,5,7.501118239663216,9.823328024370976,5,1,56.71600158334474,1,Medium
78,0.4366165770736119,59,7.951163295754464,1,5.437638228614672,7.353719441622262,3,1,39.14593773891775,0,Low
62,1.6167254414680265,96,7.038164289898279,3,4.5614530540375515,6.018362340417457,1,0,42.251378739793026,1,Medium
61,0.208611392915381,68,7.347627710219314,2,4.881568071886676,7.114130161471334,5,0,38.34699959683425,0,Low
80,6.532630192373301,90,5.141556372013339,3,7.538971515747317,9.875579748427098,5,0,57.411623334526276,1,Medium
95,3.323146253551089,43,6.050146747581408,5,6.305607438933649,8.178174595198183,4,1,48.411109262714824,1,Medium
51,5.424786357193675,94,6.405190406905142,4,0.19232989893150254,8.031856827562308,1,1,57.251314225082126,1,Medium
100,4.932768467837995,46,8.56480003929403,2,4.273117569085578,5.444089538355312,3,0,51.88907081321695,1,Medium
99,0.815264895524267,67,5.057462366490577,1,5.506707292372519,8.461615105363705,3,0,39.3638598251968,0,Low
84,4.032613611238318,67,7.0438863061456605,2,5.98958782751324,8.50163097683063,1,1,48.183998892424015,1,Medium
72,2.2056112492232325,43,9.620134352128664,1,1.7051369545114934,5.903733902655432,1,1,43.41689312373116,1,Medium
66,4.1839978866765275,61,5.559403082745619,2,6.937418835610818,6.902282994344279,2,0,40.088392750957134,1,Medium
75,2.0357828034224266,51,7.582121941093055,1,7.64674517740131,5.767619997642736,4,0,37.04160974102639,0,Low
57,8.404524062769335,84,8.932611911954236,1,1.8937224467589582,5.55223042194572,1,0,59.83067839455502,1,Medium
78,1.7419333657825364,42,9.712656537600584,2,7.060923660137966,4.155376421496911,1,1,37.47942687684193,0,Low
75,9.607805514869769,61,8.73388319766859,2,0.7758301001287631,5.711270467919992,2,0,65.02796133448854,1,Medium
59,4.159073661469408,83,8.602827743222031,1,0.4456546889219615,7.323819699269649,2,1,54.149135854036835,1,Medium
75,8.462452920190493,41,9.132440450978812,5,1.033790400821995,4.009607125294173,5,1,65.72820792009308,1,Medium
83,6.287648182059451,63,7.231006104887719,2,0.46192863573628795,5.699314502858004,3,0,57.27818685388742,1,Medium
100,7.353502986657526,73,9.029222663089165,3,6.760097897246207,9.2884619939395,4,0,65.08384005948598,1,Medium
90,7.677238880667803,66,5.039822023727256,4,0.4724011556661756,7.561891510644165,5,1,65.85184771457733,1,Medium
56,5.0484488189301775,94,9.622805276884025,1,2.173313530909244,7.647176944485883,1,0,55.117399140106656,1,Medium
53,5.433005233632883,80,7.216532547585876,1,0.8300507482868511,6.420185830158119,2,1,52.84240052979276,1,Medium
99,5.1399586780872495,40,7.766900939328738,4,2.3633762905101197,8.058832860954466,3,0,56.03099645941696,1,Medium
94,5.880583780900793,47,6.274411244574411,5,0.7244757408073639,5.139596597382155,5,0,58.39329802634285,1,Medium
60,0.2939444575650729,62,8.712654164202107,4,5.344026005944112,8.912480862305149,3,0,40.44417703100059,1,Medium
78,3.9551516984901527,77,5.383179032376244,2,1.0666145307406012,4.700134719615399,2,0,47.671134303760695,1,Medium
85,6.061887135611715,45,9.363179012734175,4,6.814767406711103,7.936008127918655,5,1,58.336725047358435,1,Medium
74,5.977235652558644,61,9.140584145031713,1,6.537528405813128,6.0468959549180985,5,1,54.40160890931963,1,Medium
70,7.9295609460563155,64,6.080300581223832,4,0.10929348376487535,8.48507782349486,3,1,63.798868120832815,1,Medium
85,6.550093388321086,57,9.046621991426312,3,7.165810844120917,7.29858730759612,2,0,54.55329609451835,1,Medium
59,9.921333163406723,56,8.931788665307408,2,0.23155453394693648,6.714118230872297,1,1,64.75505004568521,1,Medium
86,2.8385452860864504,100,8.161082988769746,4,1.917166279660453,5.016534412559482,5,1,59.583222228129905,1,Medium
58,3.5915102966623147,51,6.8676008844984375,1,0.25911310220796047,7.820928785706117,1,1,44.736760555475065,1,Medium
73,3.838471518677963,45,6.35749377090934,2,2.686747896314528,9.848619060522479,2,0,45.53213585213625,1,Medium
84,4.658128070202485,65,6.15891795144675,1,4.110932205706173,8.953620549442089,5,1,53.33798030905174,1,Medium
98,8.359980637812095,66,6.593044813818036,5,6.373158952121105,4.360049155534071,5,0,62.286396729786745,1,Medium
84,2.3579209395920984,47,9.51779221716265,3,2.703852403758689,6.257376270167146,1,0,45.81067047359089,1,Medium
97,7.760002070354295,58,5.388203879943906,5,5.643920197384934,9.553498055141631,4,1,62.753514339772885,1,Medium
85,4.053101830857434,99,9.144356381264792,3,1.5000356569518427,7.018262485342128,1,0,59.21295035609553,1,Medium
67,6.018553836620085,81,6.744450375209118,4,6.004787653953011,7.972670954849075,1,1,53.83777571654768,1,Medium
98,6.3254053322630615,40,7.607996980056791,2,1.8879728472739004,9.475596073548342,4,1,60.644233008630195,1,Medium
88,3.7284863718893444,96,8.972428168242454,4,1.1483580475501434,9.242768142519285,2,1,63.66357624142636,1,Medium
81,5.1261520520580515,68,9.421882735114856,3,1.4832708029924344,7.0109222532430655,2,1,59.57312511975727,1,Medium
73,4.13031174647697,84,6.723907100363235,3,1.456505031054843,6.625877815945612,5,1,56.97454334764164,1,Medium
72,0.6913278618661944,88,7.309217406375552,3,4.102903035015929,6.038155710877523,3,0,43.11785951237103,1,Medium
81,4.371653888168265,74,7.072580324083962,1,6.758380649505169,8.314116658977348,3,1,49.765212051274446,1,Medium
86,0.9739339255355217,79,5.066255167519553,2,0.636840615940045,5.721920796829259,5,0,45.43881754680003,1,Medium
61,4.050207990803215,53,6.479714444293283,4,5.655650547947381,5.4993256385854,3,1,43.91393532443963,1,Medium
98,5.929183998317819,74,7.295946168662809,4,5.234771677222861,6.137499367622681,1,1,57.435232097282906,1,Medium
62,5.794148993435008,87,7.055468044402199,5,6.980159614634899,5.063290341272753,1,1,51.73588269151048,1,Medium
72,6.626212790083203,84,8.609646137578398,3,1.9531804840552578,8.170718895674604,4,0,64.0548598692763,1,Medium
74,0.9526150795462629,59,6.924018086105516,3,3.600878869480237,7.697443895983674,4,0,41.889768880531456,1,Medium
84,6.521232455304379,95,7.446882244853351,3,7.406618995548139,6.897271204695062,5,0,60.08973891351413,1,Medium
90,3.121480566964471,88,7.148042960661817,4,5.2799476010825375,6.341954675569328,5,0,53.70228426399836,1,Medium
79,3.9904594613711106,52,8.703130744471853,5,3.1101473028927753,9.454375257380388,5,1,58.16147891027807,1,Medium
66,8.579862539227058,100,9.314861994934812,1,1.0512990628421477,4.174742709934632,1,1,65.90170731007869,1,Medium
98,0.09030404129550251,77,7.6594453950375705,2,2.0998800632047283,8.614646461043794,3,0,47.32603297837323,1,Medium
69,5.884126333406055,88,8.947160970975956,1,4.649723819915066,9.411457430493332,5,0,60.089926542933995,1,Medium
97,5.987139801001076,85,6.483933410099253,4,5.74534358048411,6.678127476579556,5,0,60.25700164460213,1,Medium
74,3.9665977634356198,88,7.706848050786343,3,0.9953750948151479,7.3041429488238805,1,1,55.75949860157132,1,Medium
71,2.370278571083362,47,6.726149768349862,2,4.796778080352432,9.666782127292228,1,0,39.168229595349935,0,Low
62,2.346740382615511,82,7.071004627859152,4,4.402810230710008,5.273665091713086,1,0,42.62579648640231,1,Medium
68,8.837096696607526,59,8.662069324063342,4,4.111643573525664,7.1208090867081095,3,1,63.864808969119245,1,Medium
98,4.420243737828575,99,9.408312411663562,4,5.520984941456064,6.848326762769277,5,0,63.32833809268768,1,Medium
85,3.3088936298917195,72,5.607476955438827,2,6.699596760667695,5.550355887222221,2,1,43.19661966263651,1,Medium
61,4.48777573831403,65,8.173196282436903,2,2.583917465414947,8.911559382238647,2,1,51.97898584070447,1,Medium
90,6.693904014593613,78,7.910719037888993,5,7.1120975208876756,9.397603568579415,5,1,65.2369437488644,1,Medium
68,1.457565682447517,60,5.5920751958796595,5,1.2850689009484055,8.691595478729253,5,1,47.965654708036816,1,Medium
61,4.494338352137377,92,6.059471652200545,1,1.3841909580093148,5.17215376509165,5,1,53.26997772445368,1,Medium
58,5.878843711103869,88,6.5550124736634015,2,2.1341765089913913,4.52049181300829,5,0,54.68582033901959,1,Medium
56,9.485833548514337,81,5.8346553540875075,2,0.9562469563766225,7.632666911832054,3,0,62.78482012991452,1,Medium
77,2.5252778207541926,82,6.218647412621709,2,1.8425537974630206,4.342568563059304,2,1,46.40553829564951,1,Medium
63,3.592507479162456,93,6.338003994308537,5,0.8512941032227568,8.036955331348505,4,1,57.56469708465757,1,Medium
80,3.7935858992242375,80,6.678369165195298,4,6.574019335883123,7.182545321963456,2,0,48.31440815144301,1,Medium
68,6.055381576448829,48,8.746952264005795,3,1.1117519350929967,7.976714396461982,2,0,55.52966619938425,1,Medium
96,3.567320530400017,63,7.859561019253004,5,5.978380460478855,7.541024641898464,1,1,51.73503087582454,1,Medium
65,5.3351192529969556,76,9.931233359757007,2,0.3833109433066699,6.536215417163037,5,0,60.90349879169351,1,Medium
54,7.817903298450294,88,7.073679134837355,5,7.588162620111321,5.20526308084137,5,0,57.77106163890147,1,Medium
84,7.053855941122036,80,8.769325369184624,1,5.689280700222129,5.834212814862932,5,1,61.575006817507095,1,Medium
61,4.463686465125855,56,9.357342106882669,2,0.05437238868889427,7.1470034453138584,1,0,51.05110951843513,1,Medium
74,8.64216177674169,63,8.39489246519021,1,6.110852001601712,7.911208561885635,3,0,58.570297559452044,1,Medium
70,5.581402495938629,60,7.05932370208748,2,4.1126553661294825,8.67689810130717,3,0,51.437510002828695,1,Medium
85,5.399058395022125,90,8.767973153728764,5,6.234921362680958,8.603024310694366,4,0,62.11695258848828,1,Medium
72,0.34187765939158177,98,6.0183356888634245,4,4.179974471124708,9.836132459566512,3,1,47.07932255532426,1,Medium
65,9.866929803571615,78,6.637760825900662,3,5.128198861082837,5.715048691980456,3,0,61.23205340568254,1,Medium
88,1.2297080852962672,94,7.733426275496444,1,6.290653243160324,4.426664249280621,5,1,46.50375457028549,1,Medium
94,2.311309124276466,80,7.877046936430742,5,3.2408644367028536,6.073941613251156,2,0,52.0084349885728,1,Medium
91,0.5169683724152696,78,5.1107073773631475,4,0.021665198563616705,8.45976685134446,3,1,49.131641937027624,1,Medium
88,6.400029668369137,52,9.725570943780044,5,6.799571967561508,6.628669906199772,3,1,59.26036104868123,1,Medium
63,2.2470117697268,50,8.48313635608695,1,3.0471229009973007,8.906730583536516,1,0,40.925158995102514,1,Medium
80,1.800104374727235,85,7.478518751159456,3,3.9683418081326645,7.29595819111609,4,1,50.47166589876167,1,Medium
54,0.8855558422324139,58,9.665636172041541,5,0.062133137231749735,9.578750335783019,1,1,48.13427347824886,1,Medium
84,1.0330895712401567,50,7.195477826254143,2,3.936736082800784,9.687180651994414,5,1,45.304590073676636,1,Medium
72,5.8467070044258875,52,9.902177851351858,4,7.891899212573836,4.415827036112493,2,1,50.990005352603035,1,Medium
78,6.882078658665955,85,7.561423786217425,5,2.226141286550157,6.738480638274546,4,1,66.32505151814678,1,Medium
92,3.97378988464401,84,5.571428849989897,4,3.1633461619390246,7.658134367497408,1,0,52.27187260027891,1,Medium
60,4.7989708159207325,40,8.824004862296386,2,5.497519971749413,5.5352352448732765,3,1,45.38734079515195,1,Medium
67,6.859677359829841,79,8.394488625389203,3,6.518349340189269,6.442460676273882,3,1,57.454422504674554,1,Medium
96,0.17379790185479638,83,8.864933606527934,3,3.3391329920488024,8.06608924670619,4,0,50.29232910740973,1,Medium
61,3.2313065707027855,58,9.757210143628406,2,2.4773509632103403,5.3604053613901685,3,0,47.10703470003185,1,Medium
58,9.730977480703464,51,8.88244651325509,4,7.502606399880537,7.611888117846714,1,1,58.707423160145794,1,Medium
59,5.801122296954681,47,8.056683011083233,5,5.417159733373354,8.184686968985837,1,0,49.20918575237758,1,Medium
93,2.5422457989749327,47,9.286544511804205,2,0.9521704359451286,4.5429778665752005,3,0,48.740494229129915,1,Medium
66,5.217300466362131,100,8.366232196772657,1,0.551423025077189,6.985175896164717,3,0,59.180058358110664,1,Medium
87,3.4265348812091534,92,7.0405952841296155,4,3.8683988063229524,5.578480179545145,5,0,55.29269145755321,1,Medium
56,5.322449888262991,84,9.428098821208867,3,1.7607205283781795,8.346318135988268,2,0,57.9472910260838,1,Medium
95,1.2574151180664883,51,6.1095023039218646,2,2.031878027010028,5.137333051221643,4,0,42.02891301245522,1,Medium
62,1.3271465381927738,100,8.57320637454362,3,7.021537430622786,9.353427493228638,1,1,45.97120909659606,1,Medium
89,1.4354236203939286,87,9.407817274703785,4,0.7165281945304853,6.585648019109962,4,1,57.82299278284248,1,Medium
91,9.398197919268418,72,8.656582598516481,3,5.722912921831117,5.188018181845321,5,0,67.09846941049864,1,Medium
58,7.328989183413418,84,8.486377095269285,2,2.1691380270447045,6.628130778101976,1,0,58.153998657969254,1,Medium
99,1.623818946623209,65,8.76319147035918,4,6.0826257712331016,6.452462576851167,5,1,51.061055733502066,1,Medium
76,1.8834908376560144,78,7.3252762415032215,1,5.779291075708357,6.573513756962262,5,0,43.9474856984082,1,Medium
51,7.3082947487087635,67,9.37085341078513,2,0.0591352115543442,7.513367760984681,3,1,62.10290759713377,1,Medium
54,1.5616384479217393,97,6.017182375680456,5,4.073083303372793,7.127042349481226,4,0,45.85206814206316,1,Medium
78,2.3456129333482867,44,5.636932080001697,2,1.114555859024371,4.898662790085416,4,1,42.67887168691295,1,Medium
86,9.63346832820399,47,6.427543900592558,4,6.929816244629414,4.393474435879818,3,1,58.54027625367926,1,Medium
87,2.5530652472843185,64,7.657886983874966,2,6.9726870628992526,8.376492692359243,4,0,45.82917605039342,1,Medium
68,6.616323503711468,66,7.55280897704669,1,3.3467664599500644,7.358304615569881,3,0,54.14198422657606,1,Medium
57,9.786312874005304,85,9.102993788382932,1,3.5551649476086444,6.154004608475582,1,0,62.480611376335695,1,Medium
97,3.7429676713979267,62,7.022843282020087,5,2.426263515236217,8.850146934988443,5,0,57.95303078753006,1,Medium
94,0.17515990862062236,69,7.4217221314575434,3,5.732850391680248,6.328350845565742,5,1,44.53389571123193,1,Medium
50,2.4414729042237426,84,5.066838416296978,4,2.869290904211673,8.775790537603644,4,0,45.51649188399588,1,Medium
71,8.308771913417054,86,7.048696182214695,4,2.14233979618107,5.834536765074248,2,1,64.6285368344893,1,Medium
66,8.646088359550367,62,8.23887116475171,3,3.457848476036066,4.437071785271199,5,0,61.043483008920816,1,Medium
56,7.685193645237912,88,5.077541653132961,1,0.7319001470996698,9.595838162799573,3,1,60.39427506779424,1,Medium
74,1.1310981907657303,86,6.404409825931219,1,5.972825637153631,6.367306775688239,2,0,38.2370146604237,0,Low
94,7.9551037169640315,59,6.03978179644695,2,0.10077121017429569,8.756155437096268,2,0,62.36377735472841,1,Medium
53,9.186777969935044,57,5.209927144547941,5,5.155880492164751,5.674864799333827,5,1,57.88210374899514,1,Medium
85,6.006095425462361,57,7.396300449572688,5,1.4629162140389793,7.878190672741936,5,0,61.85541602853241,1,Medium
55,9.408753563380648,41,5.908616466140782,5,1.859232369715305,9.239865239546369,5,0,61.85547516760727,1,Medium
80,8.268388837118774,43,8.7154076981569,2,5.0850559891203195,4.249864134039882,3,0,55.29642575144188,1,Medium
68,6.669715169909073,69,9.239639418816743,5,7.943547726263257,8.983814588116536,2,0,56.87806026782194,1,Medium
93,5.771852367117481,72,7.727925913345739,3,6.221739912580405,7.4279980298315715,4,0,57.120778397605584,1,Medium
88,3.485736672419705,75,9.908536712605708,2,1.8067170577871359,7.644830523451415,3,1,58.454052584759246,1,Medium
76,1.5928744524280514,57,7.252392857352977,3,1.4081980403290704,7.138948004835896,1,0,42.756788380397445,1,Medium
59,6.0495392269054085,76,7.566841051124578,2,6.929862962141363,9.246850619701855,5,1,55.229384646585416,1,Medium
75,3.1811155361811947,58,9.946088769788751,5,3.5534715833720343,4.260600143413825,2,0,49.46390051932445,1,Medium
68,8.664386675276454,86,6.157742179825244,3,1.0964224226252437,5.5661703492150885,3,0,63.07578529721507,1,Medium
88,9.933369373586284,67,9.712729698384527,3,6.897691386575505,9.254575233154931,1,1,68.19575801983319,1,Medium
52,7.524277626155725,79,5.214187775595566,3,6.528738823314091,8.514074215191735,3,1,53.63879256686237,1,Medium
94,0.9048169528705075,59,7.231934451315974,2,7.871250911177309,4.105870961071635,3,1,37.76809636877665,0,Low
62,2.8868559553063813,88,5.350017560665329,4,7.277949493701471,7.102037699258252,4,1,45.29074501000616,1,Medium
99,1.0910963176574973,72,8.646173714568215,5,6.814322709284333,7.177436084276049,4,1,50.41575571991877,1,Medium
77,6.5051164779171575,51,8.042044679400089,3,0.4205951824880252,6.405292810767462,3,0,57.9092326394806,1,Medium
69,7.651908645557847,97,8.533171317337981,4,0.8353229559849442,5.784359992371938,1,1,66.8324756281956,1,Medium
77,9.256748308807119,90,6.8724019998400845,5,4.5518655544329825,8.090349102474052,2,1,68.51637004420049,1,Medium
57,4.381723464119877,54,6.847409670156901,5,4.251833970254567,5.246742788228523,2,0,44.558646286451875,1,Medium
90,9.013756495884444,80,5.226596394804473,3,3.663705715916284,8.793691372430237,5,0,66.80584864532422,1,Medium
88,8.778911590413275,78,6.749724697648199,3,3.174314603316674,8.81822296460483,5,1,69.91121864264242,1,Medium
50,3.1719571676539857,41,9.646442011310297,2,3.449683878914631,6.491568625436923,2,1,42.96854852626346,1,Medium
52,8.68900625540571,68,6.896132685902245,4,4.554383473078362,5.701288065457886,3,1,58.288297243382694,1,Medium
62,3.7567225188172646,80,9.15683853110985,4,0.016612140800649655,5.703269089544279,3,0,55.68790377006549,1,Medium
77,2.968692745602808,49,9.21162752374967,3,2.0856701930628176,6.89374794397726,4,1,51.723813914551656,1,Medium
98,6.490746587943931,41,6.866205781896169,5,4.146237765509689,8.317475348496153,4,0,58.468043888566505,1,Medium
74,3.2838122788508106,90,8.159943401980945,3,5.77772878938917,6.153212145963153,5,0,51.88662612018164,1,Medium
82,6.302087483291442,50,5.476858011365293,5,1.3932535391631706,7.660260072746509,2,0,55.122447240673246,1,Medium
87,6.098318054986946,52,5.518392903671383,5,4.375049390299464,6.294906763495566,3,0,52.71951517529665,1,Medium
55,5.634389273484588,49,5.243288318308567,3,5.715677471086254,5.8271391349083,2,1,42.705582541269294,1,Medium
93,3.804197042327977,53,7.905075466875547,1,3.5570212633112375,4.149157095494765,1,0,44.822952364443104,1,Medium
94,5.484997216514768,57,7.130354888130485,4,0.2166490693604084,4.023484634412344,2,0,55.8589897799315,1,Medium
81,5.964854749854216,90,7.7401617833212,5,3.594145267725094,5.363246066992026,1,1,60.10066883213627,1,Medium
94,5.456868884954734,93,7.6053659525419395,5,2.371559101953225,6.438437720805973,4,0,64.557490329851,1,Medium
96,4.444194527512016,48,6.751014955453652,1,7.4371968616106265,9.107567004172362,4,1,48.730487143479166,1,Medium
70,0.1466705704626381,96,8.387367074117364,2,0.9969070854266189,8.790905457582554,5,0,50.44399904509294,1,Medium
65,5.870617077011509,78,8.792509404581953,1,5.219807644057857,5.602991575527939,2,1,52.7977428369898,1,Medium
70,1.6844438514271964,67,5.073141294388378,1,0.4217581306760092,5.467242657905796,2,0,39.04949543290389,0,Low
60,6.425759689471896,42,6.036211498844391,5,3.569363502501572,5.363932426420165,1,0,46.87230228925988,1,Medium
86,7.59344327922866,59,8.566179340416685,4,4.431835897760645,6.035424043173202,4,1,63.177609343315936,1,Medium
85,5.004453091307415,45,6.933100863169171,1,2.3836394505349237,6.9891923173701125,1,0,47.26903881051495,1,Medium
84,5.423636649797383,66,8.31241973470804,2,3.6406050841630755,6.632006632189453,4,0,55.86112111653453,1,Medium
68,9.514785596659912,92,6.734813298672792,3,1.308430356241499,5.309639192688962,1,1,66.06298297793418,1,Medium
69,8.471673613725741,41,6.953775761648186,1,2.4329907957442893,4.782708459661708,4,0,54.26388822578862,1,Medium
67,9.1423651595147,68,5.793394368448425,1,4.968850599281624,4.075466874917172,1,0,51.883754008365635,1,Medium
96,8.137662883195864,77,6.2911550983308,2,2.414400446889241,4.923779431999023,4,1,64.50932398259589,1,Medium
90,1.0891834184673144,42,8.027058787537936,4,7.1979446272709735,8.23213822116471,1,1,40.03970576607775,1,Medium
