Attendance,StudyHours,AssignmentScore,PreviousGPA,ParticipationLevel,InternetUsage,SleepHours,FamilySupportIndex,ExtraCurricular,FinalExamScore,PassFail,PerformanceCategory
100,6.05,55,8.82,5,0.42,7.02,3,1,81.43,Pass,High
71,5.52,97,9.74,2,0.34,8.46,4,0,82.04,Pass,High
85,2.85,61,7.5,2,0.72,5.97,5,0,64.43,Pass,Medium
93,7.13,100,8.83,1,3.48,5.31,1,1,82.24,Pass,High
73,3.73,86,7.9,3,5.57,6.43,4,1,67.48,Pass,Medium
85,6.96,66,8.7,1,2.98,7.99,4,1,79.11,Pass,High
86,7.2,72,9.05,2,5.06,7.2,4,1,79.48,Pass,High
68,3.22,75,6.18,2,2.68,8.27,4,0,61.13,Pass,Medium
85,2.49,78,8.59,4,4.25,8.84,3,1,69.42,Pass,Medium
81,8.25,82,6.91,5,4.39,8.17,5,1,84.31,Pass,High
89,5.68,76,8.68,2,1.04,7.42,5,1,80.36,Pass,High
76,2.47,74,7.87,1,2.17,6.97,1,1,61.04,Pass,Medium
85,9.96,59,9.09,1,3.82,5.16,2,1,81.64,Pass,High
95,2.46,96,6.49,5,0.42,8.94,3,0,73.07,Pass,High
60,7.56,72,8.51,5,2.17,6.53,1,0,74.86,Pass,High
67,9.87,70,7.11,4,3.21,5.61,1,0,77.68,Pass,High
94,3.91,70,9.41,3,5.98,7.67,4,0,72.59,Pass,High
74,3.14,92,9.71,1,2.85,6.14,2,0,67.57,Pass,Medium
81,2.97,62,9.99,5,4.9,7.34,2,1,68.08,Pass,Medium
73,4.43,86,9.18,1,2.59,7.35,3,0,70.96,Pass,High
85,2.81,82,9.01,5,4.78,6.78,2,0,67.6,Pass,Medium
87,7.54,73,6.86,2,3.57,8.34,1,1,75.82,Pass,High
82,2.5,93,7.34,1,5.32,6.06,2,0,61.33,Pass,Medium
73,6.08,60,7.86,2,2.47,6.79,2,0,67.87,Pass,Medium
83,9.97,66,9.09,1,3.63,7.15,5,0,86.17,Pass,High
61,8.51,53,9.66,3,3.78,7.65,1,0,74.55,Pass,High
85,6.92,96,6.76,4,2.5,8.14,2,1,82.53,Pass,High
73,4.45,74,9.69,2,0.87,6.58,2,1,72.14,Pass,High
66,6.99,79,8.78,5,0.56,7.58,4,0,81.42,Pass,High
62,6.22,58,8.44,3,0.1,5.6,2,1,69.37,Pass,Medium
82,5.41,70,6.8,1,5.24,8.73,2,0,65.64,Pass,Medium
77,3.05,69,6.22,2,1.42,6.53,5,1,63.67,Pass,Medium
97,9.09,68,8.27,1,1.27,7.92,1,1,85.74,Pass,High
94,5.6,68,8.61,1,4.42,5.08,3,1,72.61,Pass,High
74,3.56,61,6.84,1,1.92,5.82,1,1,57.7,Pass,Medium
84,4.94,86,8.23,4,3.04,6.95,4,1,77.45,Pass,High
96,5.31,91,9.43,4,0.98,8.51,1,1,84.27,Pass,High
87,8.62,66,9.34,5,5.76,7.11,2,1,85.05,Pass,High
69,7.87,86,9.71,2,5.11,8.72,4,1,84.74,Pass,High
98,8.15,97,7.46,3,5.18,6.94,1,1,85.07,Pass,High
76,2.09,88,7.27,3,2.44,6.96,4,1,66.77,Pass,Medium
98,5.33,77,9.0,3,4.57,5.48,3,1,77.21,Pass,High
81,5.85,90,7.72,1,0.86,8.21,1,0,74.54,Pass,High
85,2.15,84,6.35,4,0.05,5.99,2,1,65.65,Pass,Medium
84,4.08,96,7.13,2,0.12,8.6,4,0,73.84,Pass,High
76,8.08,97,7.67,1,3.52,8.64,5,1,85.78,Pass,High
72,3.1,67,7.17,4,2.73,8.77,4,0,63.93,Pass,Medium
79,6.28,63,7.33,4,3.11,7.08,5,0,74.61,Pass,High
84,3.72,84,7.18,2,0.04,7.71,2,0,69.17,Pass,Medium
63,2.1,93,6.17,2,2.54,8.11,3,1,60.58,Pass,Medium
69,3.93,90,8.55,2,4.31,5.52,5,1,70.43,Pass,High
62,9.81,56,8.39,1,2.66,7.4,3,1,78.33,Pass,High
100,8.41,90,8.61,5,4.39,5.14,4,1,92.01,Pass,High
77,9.68,62,6.77,2,1.4,6.99,2,0,77.89,Pass,High
95,5.9,67,7.18,5,4.88,5.62,5,1,76.71,Pass,High
81,2.88,86,8.48,1,3.53,5.73,4,1,67.16,Pass,Medium
93,6.38,62,8.4,5,1.26,6.46,1,1,77.46,Pass,High
67,5.64,85,8.03,3,1.42,6.73,4,1,75.87,Pass,High
99,8.75,80,7.4,5,3.77,7.49,3,1,89.3,Pass,High
78,2.78,51,9.65,2,4.98,5.3,2,1,58.87,Pass,Medium
100,5.91,65,7.36,1,2.49,7.01,2,1,72.82,Pass,High
96,3.2,58,7.82,2,1.55,5.73,4,1,66.93,Pass,Medium
65,4.6,58,8.71,3,5.2,7.3,1,0,61.57,Pass,Medium
85,7.9,87,8.17,2,4.02,7.55,3,0,82.2,Pass,High
93,5.81,60,7.39,2,2.69,7.23,4,1,73.71,Pass,High
65,5.01,71,7.74,2,2.93,7.95,4,1,68.69,Pass,Medium
96,5.16,82,9.18,4,1.23,6.34,2,1,81.9,Pass,High
92,5.68,85,7.11,3,3.76,8.06,3,1,77.23,Pass,High
81,8.28,94,6.57,2,2.15,6.73,1,0,78.98,Pass,High
80,9.14,72,7.25,2,5.97,6.94,2,0,77.06,Pass,High
65,9.64,94,9.4,2,2.88,7.59,4,1,90.47,Pass,High
65,8.3,94,6.36,1,2.92,5.07,2,0,73.86,Pass,High
63,4.52,83,9.97,4,3.4,7.62,2,0,72.81,Pass,High
89,7.51,58,8.16,1,5.5,7.47,5,1,76.66,Pass,High
70,5.5,73,9.94,4,4.8,6.24,2,1,73.58,Pass,High
89,4.04,57,9.76,2,2.71,5.34,2,1,67.77,Pass,Medium
90,8.73,56,7.81,3,4.31,5.36,3,0,77.52,Pass,High
83,2.31,85,6.79,5,3.52,8.69,2,0,65.86,Pass,Medium
68,9.21,67,6.66,5,2.95,7.76,1,1,79.2,Pass,High
62,5.69,52,6.96,2,1.15,5.51,4,1,64.7,Pass,Medium
90,7.1,77,8.84,1,2.78,6.43,3,0,78.64,Pass,High
99,7.27,55,7.09,3,1.47,7.37,2,0,76.02,Pass,High
96,9.16,93,7.37,4,5.49,8.34,1,1,89.57,Pass,High
95,7.09,93,7.8,2,2.01,5.17,4,0,83.09,Pass,High
83,6.91,70,9.65,3,5.71,5.95,3,1,78.15,Pass,High
90,2.53,77,6.76,3,3.2,8.56,1,1,64.26,Pass,Medium
65,6.15,89,6.02,4,3.79,5.04,2,0,68.35,Pass,Medium
61,3.2,50,6.24,3,3.26,5.81,5,0,53.78,Pass,Medium
79,7.9,85,9.62,1,0.78,8.84,5,0,87.6,Pass,High
87,6.1,70,8.59,1,2.25,7.45,3,1,77.4,Pass,High
70,7.44,92,7.09,1,0.59,6.05,1,1,76.69,Pass,High
63,2.33,84,6.71,3,3.74,5.27,4,1,58.68,Pass,Medium
74,2.68,62,7.18,1,2.68,5.11,1,1,55.17,Pass,Medium
65,7.73,98,6.46,4,4.67,5.98,5,1,80.84,Pass,High
89,2.58,59,9.77,3,1.32,8.53,3,1,69.31,Pass,Medium
97,2.57,93,9.14,5,0.99,6.66,2,0,75.01,Pass,High
61,2.1,96,7.85,3,2.44,7.88,1,1,63.7,Pass,Medium
74,9.65,59,9.46,4,5.56,8.67,5,1,87.33,Pass,High
70,7.9,95,7.0,5,4.26,6.63,4,1,82.9,Pass,High
67,4.83,62,8.87,3,2.51,5.77,3,1,67.29,Pass,Medium
85,4.37,86,9.42,1,3.1,7.07,2,0,72.67,Pass,High
64,4.8,87,7.43,2,0.51,8.63,1,1,69.95,Pass,Medium
65,8.2,73,9.03,2,5.91,8.22,4,0,76.9,Pass,High
85,7.29,51,7.18,1,4.0,5.26,2,0,66.6,Pass,Medium
63,3.48,71,7.2,2,1.71,7.77,5,1,64.4,Pass,Medium
78,3.39,66,6.43,2,3.51,7.29,5,1,62.63,Pass,Medium
79,2.79,85,7.76,1,0.66,8.63,4,0,67.2,Pass,Medium
92,7.28,63,8.92,1,5.8,5.49,5,0,77.63,Pass,High
79,8.11,59,9.76,3,1.05,7.14,3,1,83.89,Pass,High
71,4.12,84,8.42,3,3.89,8.52,4,0,69.38,Pass,Medium
60,2.17,74,9.45,1,1.47,6.64,5,1,63.43,Pass,Medium
85,2.66,52,9.29,4,4.31,6.93,1,1,62.37,Pass,Medium
73,9.74,96,6.69,2,4.66,5.28,5,0,83.14,Pass,High
97,4.36,87,7.94,3,4.04,6.11,3,1,75.1,Pass,High
96,8.15,66,6.47,2,3.69,6.3,2,1,76.23,Pass,High
70,7.0,61,8.73,5,5.35,8.78,2,1,76.27,Pass,High
95,5.06,73,9.8,1,0.47,6.13,5,0,79.33,Pass,High
72,3.65,78,6.55,4,1.99,6.84,2,0,64.85,Pass,Medium
62,2.97,92,8.94,5,1.49,7.69,5,0,71.44,Pass,High
92,6.92,74,8.53,5,5.93,5.65,3,1,79.62,Pass,High
65,8.2,85,8.33,5,2.34,6.95,2,0,82.06,Pass,High
69,7.15,75,7.56,1,4.4,7.95,1,0,70.63,Pass,High
64,6.24,87,7.42,3,4.11,8.47,5,0,75.44,Pass,High
82,2.34,50,6.18,1,1.27,7.51,2,1,55.48,Pass,Medium
69,9.75,69,6.87,3,1.43,7.68,3,1,83.46,Pass,High
61,8.39,77,6.06,5,1.69,5.51,3,0,75.85,Pass,High
72,4.34,65,8.33,5,2.47,8.78,1,0,67.71,Pass,Medium
99,9.84,96,6.42,4,1.41,5.53,3,0,90.78,Pass,High
61,6.82,66,9.49,3,0.12,8.1,3,1,78.17,Pass,High
79,6.66,89,8.09,5,5.28,6.06,2,0,77.28,Pass,High
60,7.98,77,8.8,2,5.79,8.73,5,1,79.18,Pass,High
96,8.49,61,7.64,4,2.05,7.88,4,1,86.02,Pass,High
68,7.25,76,8.24,1,2.03,8.02,3,1,76.5,Pass,High
76,3.02,91,9.77,4,0.04,5.88,3,0,73.95,Pass,High
68,4.71,96,6.33,2,4.08,6.77,4,0,67.81,Pass,Medium
70,9.42,79,7.02,3,4.95,7.47,3,1,81.26,Pass,High
74,3.8,90,9.12,1,0.88,8.08,2,1,72.43,Pass,High
83,4.98,83,6.39,1,0.96,5.42,2,1,68.21,Pass,Medium
97,5.46,86,6.3,3,4.74,8.85,4,1,76.66,Pass,High
94,5.52,55,7.45,4,3.7,8.56,3,0,71.57,Pass,High
89,6.9,56,6.37,5,0.27,6.08,3,0,74.71,Pass,High
90,9.54,81,8.34,4,3.74,8.29,5,1,93.5,Pass,High
64,3.93,81,6.91,2,1.85,7.07,3,1,65.07,Pass,Medium
73,2.97,74,9.58,5,2.21,6.85,2,1,68.8,Pass,Medium
70,3.58,82,9.13,4,4.62,6.26,1,0,65.6,Pass,Medium
68,9.1,56,8.8,3,4.87,7.32,1,1,76.62,Pass,High
93,7.17,61,8.47,2,2.4,7.92,1,0,74.67,Pass,High
71,4.29,65,9.45,2,5.68,6.64,1,1,65.73,Pass,Medium
94,8.53,65,6.89,2,2.44,7.52,3,0,79.58,Pass,High
94,8.89,92,9.49,5,4.63,7.8,3,0,92.86,Pass,High
60,8.77,85,9.16,1,2.9,7.84,5,1,84.16,Pass,High
99,9.35,62,8.99,5,5.39,5.21,3,0,85.58,Pass,High
81,4.02,56,8.25,4,5.45,8.44,1,0,63.09,Pass,Medium
88,8.04,85,6.98,1,0.52,6.83,4,0,83.1,Pass,High
67,5.68,96,7.69,4,5.62,6.05,4,0,73.27,Pass,High
70,8.74,100,9.17,1,4.95,5.97,2,1,83.66,Pass,High
100,7.83,58,6.13,5,4.75,6.93,2,1,78.08,Pass,High
96,8.21,81,9.13,2,1.21,8.55,3,1,90.04,Pass,High
73,7.25,60,6.96,3,4.83,6.51,4,1,72.04,Pass,High
89,3.42,57,6.58,2,5.1,8.0,1,1,58.83,Pass,Medium
94,6.36,82,6.46,5,1.73,5.39,1,0,76.79,Pass,High
80,9.88,72,6.11,1,5.71,6.9,1,0,75.67,Pass,High
96,9.5,74,8.09,2,0.3,8.97,3,0,90.11,Pass,High
64,2.35,57,6.87,5,0.9,8.08,3,0,58.17,Pass,Medium
78,3.32,94,9.96,4,3.23,5.84,5,1,76.72,Pass,High
73,3.05,71,8.3,3,3.45,7.01,1,1,62.65,Pass,Medium
85,7.81,53,6.55,2,3.87,5.93,1,0,67.9,Pass,Medium
63,8.54,89,8.76,1,0.1,6.64,3,1,84.48,Pass,High
84,3.71,52,9.59,4,5.76,8.12,3,0,66.16,Pass,Medium
84,6.05,78,8.98,5,0.27,8.08,5,0,85.31,Pass,High
77,8.73,90,6.31,3,0.86,5.91,5,1,85.69,Pass,High
99,7.86,78,9.58,1,0.08,8.69,2,1,87.85,Pass,High
67,6.34,83,9.18,5,3.4,7.37,4,1,80.2,Pass,High
98,6.72,83,6.63,5,5.59,6.52,1,1,76.76,Pass,High
99,6.07,77,6.21,2,4.0,7.01,1,1,71.93,Pass,High
73,4.38,62,8.23,2,4.94,7.42,5,1,66.15,Pass,Medium
91,6.52,64,6.62,1,0.08,7.24,5,1,76.81,Pass,High
97,7.51,72,9.34,5,3.25,6.95,2,0,84.62,Pass,High
92,8.99,93,7.43,2,2.76,7.02,4,1,89.89,Pass,High
82,7.09,75,9.65,3,2.99,5.71,2,0,78.99,Pass,High
74,8.09,53,8.26,3,0.43,8.25,4,0,78.94,Pass,High
92,3.28,75,6.73,5,4.11,7.17,1,1,67.5,Pass,Medium
84,5.69,89,6.56,2,3.02,5.52,2,0,70.78,Pass,High
76,2.07,58,8.31,1,4.59,8.06,5,1,59.7,Pass,Medium
92,3.97,54,9.05,1,2.91,8.73,2,0,66.15,Pass,Medium
61,7.81,81,9.13,1,0.9,8.79,2,0,78.42,Pass,High
73,9.93,69,7.1,3,3.89,6.48,1,0,78.73,Pass,High
99,2.79,99,6.82,2,1.03,5.54,5,1,73.85,Pass,High
99,5.21,60,6.07,2,5.23,7.07,5,0,68.74,Pass,Medium
98,8.4,64,8.72,3,3.68,5.45,3,0,82.6,Pass,High
65,3.63,81,6.31,1,0.94,8.74,3,0,62.36,Pass,Medium
65,6.44,77,7.68,1,5.77,5.73,3,1,68.81,Pass,Medium
62,7.86,71,8.41,5,3.11,6.01,1,0,75.14,Pass,High
66,6.93,90,9.75,4,0.44,6.63,2,1,84.06,Pass,High
67,3.5,66,7.25,2,3.76,6.53,5,0,61.35,Pass,Medium
74,4.84,75,7.0,2,1.52,8.18,5,0,70.24,Pass,High
88,8.27,93,8.62,2,4.82,6.83,2,0,84.63,Pass,High
92,6.43,56,8.48,4,4.91,5.68,5,1,77.53,Pass,High
89,2.04,91,7.33,5,5.87,6.07,2,0,63.94,Pass,Medium
98,8.09,75,9.71,4,3.01,7.04,1,0,86.64,Pass,High
86,2.28,74,9.38,1,2.73,5.59,1,0,61.9,Pass,Medium
95,7.97,59,6.9,1,4.52,7.45,1,0,72.69,Pass,High
88,3.62,94,6.96,2,0.79,7.26,2,1,72.48,Pass,High
97,9.66,68,8.05,3,3.28,7.86,2,0,86.78,Pass,High
92,4.94,60,9.09,2,3.28,8.75,4,0,73.1,Pass,High
96,4.62,62,6.18,3,0.54,8.65,5,0,71.37,Pass,High
86,3.19,57,8.77,4,2.51,8.78,5,0,68.93,Pass,Medium
92,4.44,89,8.59,1,5.12,5.98,4,1,74.11,Pass,High
63,9.01,53,6.93,3,5.14,5.53,4,0,71.21,Pass,High
81,9.97,96,8.73,4,0.6,6.21,1,0,92.14,Pass,High
61,4.95,80,9.76,1,0.54,8.58,4,1,75.56,Pass,High
69,5.59,77,6.19,3,1.58,8.89,2,0,69.84,Pass,Medium
64,7.78,60,7.28,2,5.25,8.44,3,0,69.92,Pass,Medium
69,9.09,92,7.75,2,0.77,5.44,2,0,81.77,Pass,High
92,6.74,50,9.6,2,4.32,8.79,4,1,79.58,Pass,High
97,5.13,98,9.85,4,0.61,6.69,5,0,86.93,Pass,High
72,5.3,96,7.78,2,3.74,5.04,2,1,70.78,Pass,High
90,7.56,87,9.0,5,2.14,6.77,5,1,91.95,Pass,High
95,2.03,73,8.13,1,4.73,5.18,2,1,61.3,Pass,Medium
83,6.96,96,8.15,4,1.4,7.18,5,1,88.04,Pass,High
74,4.84,80,7.11,2,3.84,6.35,2,1,66.92,Pass,Medium
88,8.35,90,6.87,1,1.41,6.89,5,1,85.89,Pass,High
67,2.74,95,7.15,3,4.28,7.45,3,1,64.49,Pass,Medium
64,6.71,99,8.23,2,5.24,8.48,1,0,74.45,Pass,High
88,5.85,75,6.12,1,0.76,7.65,2,0,70.52,Pass,High
63,7.14,98,9.63,5,5.2,6.74,3,1,82.84,Pass,High
71,2.52,99,6.63,3,3.56,8.28,1,1,63.43,Pass,Medium
61,6.64,54,6.88,5,0.76,8.62,2,1,70.02,Pass,High
86,6.49,69,8.07,1,2.57,5.48,3,1,74.35,Pass,High
90,6.49,90,8.84,5,0.97,7.13,3,1,87.3,Pass,High
95,6.83,60,6.38,1,4.2,6.14,3,1,72.09,Pass,High
95,7.41,82,7.27,1,4.55,5.19,4,0,77.84,Pass,High
85,8.44,99,9.87,5,0.63,7.67,5,0,96.87,Pass,High
86,4.16,87,7.05,1,3.04,8.45,1,1,68.63,Pass,Medium
64,8.6,76,7.25,2,4.89,5.65,5,1,77.62,Pass,High
79,5.99,83,9.35,1,5.62,8.25,5,1,78.64,Pass,High
70,2.62,64,6.2,4,3.08,8.41,5,0,60.34,Pass,Medium
69,2.47,81,7.86,1,5.7,8.66,3,1,61.03,Pass,Medium
99,4.67,70,7.52,4,3.21,6.06,5,0,73.87,Pass,High
97,8.28,95,7.27,1,2.37,8.62,4,0,87.19,Pass,High
65,7.66,54,7.14,1,5.09,6.28,2,0,64.67,Pass,Medium
67,8.31,55,6.37,5,2.96,7.21,3,1,74.28,Pass,High
82,6.14,87,7.26,2,2.83,5.2,1,1,72.47,Pass,High
85,5.52,71,6.17,2,2.94,5.18,2,0,66.7,Pass,Medium
71,3.18,67,9.12,3,5.08,7.88,2,0,62.55,Pass,Medium
85,4.63,63,7.59,5,4.99,6.78,2,0,66.92,Pass,Medium
72,5.47,59,7.78,5,2.42,6.03,5,0,70.62,Pass,High
99,2.71,95,9.57,2,2.0,5.76,5,1,77.61,Pass,High
77,3.76,62,8.63,5,2.95,7.68,3,0,68.51,Pass,Medium
84,6.79,80,6.03,2,3.44,5.0,5,1,75.26,Pass,High
92,7.89,79,9.77,5,1.43,8.22,5,0,92.96,Pass,High
99,9.99,52,6.95,1,4.76,5.32,5,1,81.68,Pass,High
71,9.46,79,6.43,2,2.92,5.77,3,0,78.39,Pass,High
95,7.14,55,9.07,2,2.0,6.54,3,1,79.19,Pass,High
63,5.37,78,8.0,4,0.64,6.94,4,1,74.59,Pass,High
64,7.09,57,7.74,5,1.43,6.42,4,1,75.81,Pass,High
96,8.29,93,7.0,5,5.7,6.28,4,0,86.31,Pass,High
67,2.95,94,8.19,2,1.83,8.86,4,1,71.0,Pass,High
87,5.28,92,7.1,1,1.01,7.57,2,0,73.6,Pass,High
90,8.72,93,9.61,1,2.76,5.09,2,1,87.81,Pass,High
68,5.07,82,6.86,1,1.84,6.72,4,1,69.35,Pass,Medium
88,6.57,66,9.54,5,0.21,8.5,4,0,84.88,Pass,High
73,6.7,97,8.24,4,1.94,6.21,1,1,80.44,Pass,High
99,3.48,60,9.31,2,3.26,5.38,2,1,68.03,Pass,Medium
100,4.9,62,8.85,3,3.31,8.03,1,0,72.1,Pass,High
81,4.68,99,8.79,4,2.14,7.42,1,1,78.16,Pass,High
70,2.21,60,7.3,3,2.68,7.28,5,1,60.66,Pass,Medium
82,2.19,80,6.94,4,5.79,5.21,3,1,61.46,Pass,Medium
60,8.65,77,6.84,1,2.26,5.56,2,1,73.78,Pass,High
96,4.18,93,9.43,5,1.55,7.49,4,0,82.78,Pass,High
80,6.14,55,9.28,3,1.46,5.83,4,1,76.51,Pass,High
85,4.39,90,7.76,4,2.75,7.02,3,1,75.16,Pass,High
95,9.53,65,6.53,5,4.56,7.18,2,1,83.78,Pass,High
82,4.07,53,7.53,3,1.24,6.13,4,1,66.85,Pass,Medium
60,5.44,84,8.48,2,4.26,8.79,4,1,73.28,Pass,High
99,8.98,97,7.82,4,0.13,8.37,5,1,98.04,Pass,High
74,8.74,75,9.12,2,2.51,7.89,1,1,82.08,Pass,High
80,3.49,61,9.99,1,4.66,5.31,4,1,65.75,Pass,Medium
68,8.42,60,6.76,2,2.03,5.42,2,0,70.73,Pass,High
68,5.67,86,7.84,2,3.38,6.97,3,0,70.32,Pass,High
69,5.86,74,7.72,4,1.23,5.64,5,0,73.61,Pass,High
85,3.07,67,7.22,1,4.45,8.91,2,0,60.69,Pass,Medium
100,2.64,68,6.79,2,0.31,5.63,5,1,67.53,Pass,Medium
94,7.82,72,6.26,5,5.12,6.95,1,1,78.86,Pass,High
84,5.97,87,9.55,3,1.19,6.46,4,0,81.12,Pass,High
85,5.49,67,7.68,2,5.25,7.56,2,0,68.65,Pass,Medium
70,7.84,75,7.99,1,2.12,5.52,3,0,74.86,Pass,High
97,8.12,55,9.67,2,4.34,6.72,1,1,80.15,Pass,High
61,3.27,53,9.11,3,1.92,6.1,1,1,58.69,Pass,Medium
66,6.88,93,6.52,1,5.44,8.55,5,0,74.06,Pass,High
77,3.08,100,8.26,4,0.76,5.16,1,0,68.56,Pass,Medium
86,8.01,78,7.77,1,1.07,8.65,2,0,81.47,Pass,High
93,7.26,83,9.19,4,2.96,8.33,5,0,87.62,Pass,High
86,9.65,66,8.9,1,0.49,6.19,1,0,82.75,Pass,High
76,2.55,92,8.76,3,1.18,8.16,3,1,70.92,Pass,High
83,2.46,92,7.36,3,5.66,5.12,2,0,61.33,Pass,Medium
84,4.26,65,9.22,1,5.86,8.87,3,1,69.24,Pass,Medium
66,4.09,51,6.21,2,2.26,7.11,3,0,57.49,Pass,Medium
65,3.98,83,6.64,3,5.54,6.21,5,0,63.0,Pass,Medium
83,9.25,57,7.34,4,3.27,6.45,4,1,82.3,Pass,High
92,4.0,62,6.31,4,1.62,5.27,5,0,67.38,Pass,Medium
88,4.18,91,6.94,5,4.21,8.96,2,1,74.1,Pass,High
81,8.08,57,9.32,4,3.95,5.16,2,1,79.09,Pass,High
85,5.6,79,9.79,5,5.93,7.62,5,0,80.44,Pass,High
87,8.21,81,7.22,1,1.59,6.77,4,0,81.44,Pass,High
80,2.52,85,7.06,1,4.03,8.8,5,1,65.05,Pass,Medium
66,5.9,96,7.12,1,0.31,5.98,2,1,73.17,Pass,High
76,2.27,79,7.11,2,0.68,7.13,4,0,63.34,Pass,Medium
79,2.5,50,6.14,2,0.02,6.93,2,1,55.88,Pass,Medium
100,9.25,92,9.71,5,6.0,7.81,4,0,94.95,Pass,High
79,3.11,88,6.85,4,4.81,5.27,4,1,66.14,Pass,Medium
81,6.26,66,7.68,4,4.72,5.78,5,0,74.08,Pass,High
87,5.29,69,6.04,1,3.06,5.86,5,1,69.35,Pass,Medium
99,4.78,73,9.43,3,1.8,7.95,5,1,81.42,Pass,High
66,9.2,99,8.92,2,0.91,5.76,4,0,88.31,Pass,High
60,2.17,71,9.79,2,1.71,7.29,4,1,64.29,Pass,Medium
91,7.31,78,9.13,1,2.26,5.86,2,1,81.93,Pass,High
72,9.71,71,7.25,2,4.54,8.45,3,1,80.89,Pass,High
89,6.48,93,6.99,1,3.24,8.77,5,1,80.94,Pass,High
82,9.49,58,8.79,5,0.46,7.07,2,1,86.52,Pass,High
78,2.42,86,7.46,4,0.11,6.41,2,1,66.85,Pass,Medium
91,5.35,59,8.26,3,0.61,5.94,1,1,72.61,Pass,High
89,4.08,85,6.03,4,2.46,5.2,5,0,69.87,Pass,Medium
88,7.85,86,6.25,4,5.6,6.07,2,1,78.04,Pass,High
88,9.85,77,8.14,5,3.82,7.62,1,1,89.29,Pass,High
89,4.05,77,8.26,2,4.81,7.13,5,0,70.75,Pass,High
75,7.23,91,9.01,3,2.8,8.78,4,1,85.39,Pass,High
99,3.58,92,6.53,2,2.17,6.59,1,1,69.57,Pass,Medium
78,6.52,70,8.05,4,0.65,7.78,4,0,78.69,Pass,High
77,5.71,73,6.78,1,5.26,6.96,3,1,67.84,Pass,Medium
60,9.78,91,6.37,4,4.7,7.05,3,1,82.21,Pass,High
73,6.87,89,7.64,2,1.01,6.07,3,0,76.69,Pass,High
61,4.8,51,6.65,4,3.07,6.82,3,0,60.86,Pass,Medium
87,2.91,57,6.89,1,2.92,6.88,2,1,58.64,Pass,Medium
89,3.21,97,7.27,5,3.75,7.83,3,1,74.05,Pass,High
97,3.8,76,7.04,2,5.68,8.76,2,0,66.72,Pass,Medium
63,4.01,71,6.35,4,3.48,6.32,2,1,60.26,Pass,Medium
60,8.8,86,6.36,2,3.24,5.17,5,0,76.77,Pass,High
67,6.49,76,6.77,5,0.3,6.99,2,0,72.8,Pass,High
88,6.19,78,6.2,4,0.38,7.18,2,0,75.2,Pass,High
98,2.92,52,8.51,4,1.12,5.67,3,1,68.36,Pass,Medium
62,8.88,93,7.15,2,0.19,8.04,2,0,81.33,Pass,High
91,7.78,62,7.12,2,4.46,8.94,4,0,76.71,Pass,High
69,2.54,94,7.33,1,4.34,8.78,3,0,63.16,Pass,Medium
69,7.66,59,8.65,5,0.82,5.79,1,1,76.55,Pass,High
78,6.35,85,9.48,1,5.02,8.5,3,1,77.97,Pass,High
93,2.65,58,9.04,4,0.93,7.82,2,1,69.71,Pass,Medium
92,5.67,76,8.91,2,1.81,6.82,4,0,77.58,Pass,High
82,5.88,83,7.94,4,1.49,7.16,3,1,80.08,Pass,High
87,3.33,100,8.78,4,2.23,8.4,4,1,79.19,Pass,High
91,9.57,50,8.21,3,1.53,6.92,1,0,82.01,Pass,High
66,8.8,81,6.87,3,2.93,6.49,1,0,76.29,Pass,High
88,7.35,74,6.83,4,2.44,6.97,5,1,82.56,Pass,High
67,5.7,78,7.19,2,5.92,7.32,5,1,69.55,Pass,Medium
60,5.29,56,9.64,4,0.34,5.76,3,0,69.13,Pass,Medium
62,7.21,98,8.19,3,0.85,8.6,5,1,84.26,Pass,High
83,6.36,52,8.94,2,0.32,7.7,4,0,75.98,Pass,High
82,2.5,69,7.39,4,3.76,7.53,5,0,64.51,Pass,Medium
67,6.1,69,7.63,5,0.33,5.4,4,1,74.56,Pass,High
96,8.45,79,6.5,5,5.02,7.42,5,1,85.78,Pass,High
62,5.67,84,6.69,4,3.07,5.48,5,1,72.04,Pass,High
92,2.42,84,9.31,2,3.16,5.31,5,1,72.02,Pass,High
87,8.29,98,8.34,4,3.37,7.11,2,0,87.29,Pass,High
67,3.61,88,7.35,4,1.02,6.61,2,1,67.89,Pass,Medium
93,4.07,76,9.21,3,1.19,7.36,5,1,78.09,Pass,High
94,3.32,75,6.99,5,1.91,5.36,4,1,71.43,Pass,High
91,4.64,63,9.9,3,3.56,6.72,3,0,72.52,Pass,High
83,8.05,66,7.38,3,1.26,5.7,1,1,77.36,Pass,High
73,6.16,67,7.35,4,0.7,8.95,2,1,75.37,Pass,High
91,3.64,94,7.25,3,5.82,7.24,5,0,71.8,Pass,High
75,9.02,78,6.49,5,0.13,7.75,1,0,82.19,Pass,High
63,9.04,69,6.44,3,4.82,6.3,2,0,72.16,Pass,High
96,8.96,76,8.59,5,4.73,5.38,3,0,87.7,Pass,High
80,3.91,67,9.5,3,1.78,8.9,4,0,71.91,Pass,High
73,5.61,53,9.16,5,0.81,6.15,5,1,75.75,Pass,High
90,9.88,50,6.56,3,0.87,6.7,3,0,80.38,Pass,High
77,8.18,99,8.18,3,4.18,7.6,2,0,84.25,Pass,High
66,2.22,50,6.42,2,3.86,5.1,5,0,50.39,Pass,Medium
69,2.52,75,6.18,5,4.7,8.24,1,0,57.04,Pass,Medium
